word,stem,onset,offset,word_freq
you,you,42.272,42.382,2959.7
still,still,42.382,42.622,516.89
there,there,42.622,42.922,2055.7
five,five,43.765,44,268.9
hundred,hundred,44,44.27,144.7
and,and,44.27,44.41,28654
one,one,44.41,44.6,2720.8
million,million,44.6,45.03,110.92
i,i,45.03,45.671,4918.5
ve,have,45.671,45.703,3516.4
forgotten,forgotten,45.703,46.09,31.492
now,now,46.09,46.374,860.09
i,i,46.724,46.758,4918.5
have,have,46.758,46.849,3516.4
so,so,46.849,47.038,1834.7
much,much,47.038,47.258,761.24
work,work,47.258,47.593,787.24
i,i,48.062,48.117,4918.5
am,am,48.117,48.187,298.9
a,a,48.187,48.227,19384
man,man,48.227,48.427,771.06
of,of,48.427,48.497,39205
consequence,consequence,48.497,49.182,55.178
i,i,49.421,49.523,4918.5
dont,do,49.523,49.6145,1413.7
,not,49.6145,49.706,5726.1
amuse,amuse,49.706,49.986,3.1381
myself,myself,49.986,50.366,114.56
with,with,50.366,50.536,6561.8
balderdash,balderdash,50.536,51.176,0.093984
two,two,52.029,52.114,1309.2
and,and,52.114,52.254,28654
five,five,52.254,52.504,268.9
make,make,52.504,52.784,636.59
seven,seven,52.784,53.679,109.3
five,five,53.898,54.133,268.9
hundred,hundred,54.133,54.393,144.7
and,and,54.393,54.533,28654
one,one,54.533,54.703,2720.8
million,million,54.703,55.133,110.92
what,what,55.133,55.428,1547.8
repeated,repeated,55.722,56.127,52.281
the,the,56.127,56.227,67225
little,little,56.227,56.447,560.69
prince,prince,56.447,57.197,68.37
who,who,57.197,57.337,1854.3
had,had,57.337,57.577,3312.1
never,never,57.577,57.917,465.17
in,in,57.917,57.987,21385
his,his,57.987,58.177,4572.3
life,life,58.177,58.587,768.84
let,let,58.587,58.787,293.13
go,go,58.787,58.987,410.2
of,of,58.987,59.087,39205
a,a,59.087,59.137,19384
question,question,59.137,59.707,281.74
once,once,59.707,59.907,338.46
he,he,59.907,60.014,5204.1
had,had,60.014,60.117,3312.1
asked,asked,60.117,60.367,219.97
it,it,60.367,60.56,7267.4
the,the,61.273,61.348,67225
businessman,businessman,61.348,61.898,4.115
raised,raised,61.898,62.188,88.871
his,his,62.188,62.368,4572.3
head,head,62.368,62.638,290.67
during,during,63.7,63.925,567.42
the,the,63.925,63.985,67225
fifty,fifty,63.985,64.285,60.438
four,four,64.285,64.525,332.94
years,years,64.525,64.795,713.11
that,that,64.795,64.897,10130
i,i,64.897,65.075,4918.5
ve,have,65.075,65.125,3516.4
lived,lived,65.125,65.325,94.352
on,on,65.325,65.435,5817
this,this,65.435,65.605,4844.1
planet,planet,65.605,66.105,16.155
i,i,66.105,66.479,4918.5
ve,have,66.479,66.587,3516.4
only,only,66.587,66.765,1437.3
been,been,66.765,66.995,2049.8
disturbed,disturbed,66.995,67.505,17.636
three,three,67.505,67.745,617.57
times,times,67.745,68.239,309.27
the,the,68.893,68.986,67225
first,first,68.986,69.228,1168.8
time,time,69.228,69.438,1478.5
was,was,69.438,69.608,6966.8
twenty,twenty,69.608,69.868,150.74
two,two,69.868,70.008,1309.2
years,years,70.008,70.308,713.11
ago,ago,70.308,70.578,92.877
by,by,70.578,70.768,5954.5
some,some,70.768,71.118,1496.9
scatterbrain,scatterbrain,71.118,72.068,0.022886
who,who,72.068,72.188,1854.3
fell,fell,72.188,72.478,79.037
from,from,72.478,72.708,4392.3
god,god,72.708,72.978,466.77
knows,knows,72.978,73.308,64.228
where,where,73.308,73.567,850.35
he,he,74.036,74.101,5204.1
made,made,74.101,74.281,933.93
the,the,74.281,74.373,67225
most,most,74.373,74.591,1090
dreadful,dreadful,74.591,75.001,10.375
noise,noise,75.001,75.486,42.212
and,and,75.879,76.004,28654
i,i,76.004,76.124,4918.5
made,made,76.124,76.365,933.93
four,four,76.365,76.644,332.94
mistakes,mistakes,76.644,77.215,14.704
in,in,77.215,77.284,21385
a,a,77.284,77.376,19384
sum,sum,77.376,77.674,64.117
the,the,78.383,78.448,67225
second,second,78.448,78.698,400.69
time,time,78.698,78.898,1478.5
was,was,78.898,79.028,6966.8
eleven,eleven,79.028,79.338,25.181
years,years,79.338,79.558,713.11
ago,ago,79.558,79.838,92.877
by,by,79.838,80.008,5954.5
an,an,80.008,80.078,3451.6
attack,attack,80.078,80.438,86.356
of,of,80.438,80.538,39205
rheumatism,rheumatism,80.538,81.182,2.4756
i,i,81.611,81.709,4918.5
dont,do,81.709,81.8025,1413.7
,not,81.8025,81.896,5726.1
get,get,81.896,82.026,403.02
enough,enough,82.026,82.246,239.22
exercise,exercise,82.246,82.901,91.242
i,i,83.115,83.237,4918.5
dont,do,83.237,83.3235,1413.7
,not,83.3235,83.41,5726.1
have,have,83.41,83.52,3516.4
time,time,83.52,83.9,1478.5
to,to,83.9,83.98,24495
stroll,stroll,83.98,84.3,2.4123
about,about,84.3,84.7,1355.8
i,i,85.064,85.159,4918.5
am,am,85.159,85.219,298.9
a,a,85.219,85.269,19384
man,man,85.269,85.449,771.06
of,of,85.449,85.519,39205
consequence,consequence,85.519,86.159,55.178
the,the,86.822,86.913,67225
third,third,86.913,87.147,208.59
time,time,87.147,87.793,1478.5
well,well,87.793,88.127,855.12
this,this,88.127,88.287,4844.1
is,is,88.287,88.437,10615
it,it,88.437,88.682,7267.4
i,i,89.195,89.281,4918.5
was,was,89.281,89.421,6966.8
saying,saying,89.421,89.751,88.896
then,then,89.751,90.37,1105
five,five,90.819,91.054,268.9
hundred,hundred,91.054,91.444,144.7
and,and,91.444,91.575,28654
one,one,91.575,91.944,2720.8
million,million,91.944,92.559,110.92
millions,millions,92.853,93.308,33.663
of,of,93.308,93.428,39205
what,what,93.428,93.918,1547.8
the,the,94.871,94.936,67225
businessman,businessman,94.936,95.526,4.115
realised,realised,95.526,96.196,9.6445
that,that,96.196,96.306,10130
there,there,96.306,96.466,2055.7
was,was,96.466,96.656,6966.8
no,no,96.656,96.906,1773.3
hope,hope,96.906,97.216,134.19
of,of,97.216,97.346,39205
being,being,97.346,97.648,780.15
left,left,97.648,98.046,388.43
in,in,98.046,98.166,21385
peace,peace,98.166,98.62,133.48
millions,millions,99.303,99.878,33.663
of,of,99.878,99.978,39205
those,those,99.978,100.248,875.7
little,little,100.248,100.478,560.69
objects,objects,100.478,100.938,90.148
that,that,100.938,101.088,10130
you,you,101.088,101.168,2959.7
see,see,101.168,101.438,1071.7
sometimes,sometimes,101.438,101.988,209.26
in,in,101.988,102.088,21385
the,the,102.088,102.148,67225
sky,sky,102.148,102.582,43.676
flies,flies,103.436,104.01,12.126
no,no,104.544,105.139,1773.3
no,no,105.139,105.469,1773.3
the,the,105.469,105.589,67225
little,little,105.589,105.829,560.69
things,things,105.829,106.209,331.07
that,that,106.209,106.359,10130
shine,shine,106.359,106.904,7.3296
bees,bees,107.587,108.097,8.2269
no,no,108.855,109.438,1773.3
no,no,109.438,109.807,1773.3
the,the,109.807,109.953,67225
little,little,109.953,110.334,560.69
golden,golden,110.334,110.91,38.69
things,things,110.91,111.3,331.07
that,that,111.3,111.46,10130
make,make,111.46,111.675,636.59
lazy,lazy,111.874,112.37,6.1771
men,men,112.37,112.68,574.92
daydream,daydream,112.68,113.404,0.55694
as,as,114.153,114.308,7217.4
for,for,114.308,114.397,8286.8
me,me,114.397,115.017,1037.6
i,i,115.017,115.127,4918.5
am,am,115.127,115.228,298.9
a,a,115.228,115.278,19384
man,man,115.278,115.438,771.06
of,of,115.438,115.517,39205
consequence,consequence,115.517,116.352,55.178
i,i,116.352,116.444,4918.5
have,have,116.444,116.597,3516.4
no,no,116.597,116.757,1773.3
time,time,116.757,117.058,1478.5
to,to,117.058,117.168,24495
daydream,daydream,117.168,117.746,0.55694
ah,ah,118.22,119.295,25.48
the,the,119.295,119.395,67225
stars,stars,119.395,120.555,38.881
yes,yes,120.819,121.174,122.68
that,that,121.174,121.384,10130
s,is,121.384,121.414,10615
it,it,121.414,121.484,7267.4
the,the,121.484,121.634,67225
stars,stars,121.634,122.139,38.881
and,and,122.937,123.112,28654
what,what,123.112,123.262,1547.8
do,do,123.262,123.372,1413.7
you,you,123.372,123.482,2959.7
do,do,123.482,123.802,1413.7
with,with,123.802,124.032,6561.8
five,five,124.032,124.292,268.9
hundred,hundred,124.292,124.642,144.7
million,million,124.642,125.002,110.92
stars,stars,125.002,125.596,38.881
five,five,126.549,126.774,268.9
hundred,hundred,126.774,127.134,144.7
and,and,127.134,127.234,28654
one,one,127.234,127.444,2720.8
million,million,127.444,127.884,110.92
six,six,127.884,128.254,182.9
hundred,hundred,128.254,128.524,144.7
twenty,twenty,128.524,128.824,150.74
two,two,128.824,128.974,1309.2
thousand,thousand,128.974,129.554,102.78
seven,seven,129.554,129.894,109.3
hundred,hundred,129.894,130.244,144.7
thirty,thirty,130.244,130.614,82.571
one,one,130.614,130.884,2720.8
i,i,131.447,131.502,4918.5
am,am,131.502,131.582,298.9
a,a,131.582,131.612,19384
man,man,131.612,131.802,771.06
of,of,131.802,131.862,39205
consequence,consequence,131.862,132.532,55.178
i,i,132.737,132.811,4918.5
am,am,132.811,132.941,298.9
precise,precise,132.941,133.451,27.41
and,and,134.289,134.464,28654
what,what,134.464,134.594,1547.8
do,do,134.594,134.714,1413.7
you,you,134.714,134.774,2959.7
do,do,134.774,134.984,1413.7
with,with,134.984,135.164,6561.8
these,these,135.164,135.364,1653.2
stars,stars,135.364,135.904,38.881
what,what,136.463,136.558,1547.8
do,do,136.558,136.648,1413.7
i,i,136.648,136.748,4918.5
do,do,136.748,136.908,1413.7
with,with,136.908,137.088,6561.8
them,them,137.088,137.312,1518.8
yes,yes,137.761,138.201,122.68
nothing,nothing,138.82,139.25,284.5
i,i,139.584,139.766,4918.5
own,own,139.766,139.989,663.76
them,them,139.989,140.204,1518.8
you,you,141.052,141.257,2959.7
own,own,141.257,141.697,663.76
the,the,141.697,141.815,67225
stars,stars,141.815,142.587,38.881
yes,yes,143.16,143.56,122.68
but,but,144.483,144.598,3535.3
i,i,144.598,144.65,4918.5
ve,have,144.65,144.778,3516.4
already,already,144.778,145.128,250.93
seen,seen,145.128,145.358,294.73
a,a,145.358,145.438,19384
king,king,145.438,145.818,257.1
who,who,145.818,146.168,1854.3
kings,kings,146.372,146.837,31.921
don't,do,146.837,147.062,1413.7
,not,147.062,147.287,5726.1
own,own,147.287,147.687,663.76
they,they,147.687,147.917,3117.2
reign,reign,147.917,148.421,30.841
over,over,148.421,148.812,905.9
it,it,149.046,149.141,7267.4
s,is,149.141,149.191,10615
very,very,149.191,149.421,945.6
different,different,149.421,149.921,483.34
and,and,150.769,151.124,28654
how,how,151.124,151.414,797.72
does,does,151.414,151.715,540.2
owning,owning,151.715,152.064,4.5488
the,the,152.064,152.144,67225
stars,stars,152.144,152.744,38.881
help,help,152.744,153.114,252.27
you,you,153.114,153.343,2959.7
it,it,154.101,154.236,7267.4
helps,helps,154.236,154.606,27.596
by,by,154.606,154.746,5954.5
making,making,154.746,155.056,258.58
me,me,155.056,155.216,1037.6
rich,rich,155.216,155.635,84.193
and,and,156.663,156.808,28654
how,how,156.808,157.078,797.72
does,does,157.078,157.328,540.2
being,being,157.328,157.558,780.15
rich,rich,157.558,157.988,84.193
help,help,157.988,158.308,252.27
you,you,158.308,158.527,2959.7
to,to,159.206,159.271,24495
buy,buy,159.271,159.511,54.445
more,more,159.511,159.741,1958.9
stars,stars,159.741,160.481,38.881
if,if,160.481,160.651,1981.4
someone,someone,160.651,160.951,87.747
discovers,discovers,160.951,161.381,4.8487
some,some,161.381,161.551,1496.9
more,more,161.551,161.84,1958.9
this,this,162.988,163.363,4844.1
man,man,163.363,163.967,771.06
the,the,164.197,164.262,67225
little,little,164.262,164.482,560.69
prince,prince,164.482,164.852,68.37
said,said,164.852,165.032,959.68
to,to,165.032,165.122,24495
himself,himself,165.122,165.646,394.85
reasons,reasons,166.14,166.745,98.025
a,a,166.745,166.815,19384
bit,bit,166.815,167.105,68.066
like,like,167.105,167.305,898.72
my,my,167.305,167.465,1370.3
poor,poor,167.465,167.705,163.19
drinker,drinker,167.705,168.24,1.3344
but,but,169.018,169.283,3535.3
he,he,169.283,169.403,5204.1
still,still,169.403,169.693,516.89
had,had,169.693,169.943,3312.1
some,some,169.943,170.123,1496.9
questions,questions,170.123,170.832,153.16
how,how,171.84,172.015,797.72
can,can,172.015,172.165,2108.5
you,you,172.165,172.415,2959.7
own,own,172.415,172.785,663.76
the,the,172.785,172.875,67225
stars,stars,172.875,173.714,38.881
who,who,174.303,174.478,1854.3
owns,owns,174.478,174.818,6.6751
them,them,174.818,175.018,1518.8
the,the,175.327,175.392,67225
businessman,businessman,175.392,175.922,4.115
retorted,retorted,175.922,176.522,3.1347
grumpily,grumpily,176.522,177.026,0.079899
i,i,177.635,177.791,4918.5
don't,do,177.791,177.9185,1413.7
,not,177.9185,178.046,5726.1
know,know,178.046,178.305,513.45
nobody,nobody,178.544,178.879,29.836
does,does,178.879,179.314,540.2
then,then,179.878,180.023,1105
they,they,180.023,180.133,3117.2
belong,belong,180.133,180.463,35.085
to,to,180.463,180.583,24495
me,me,180.583,180.773,1037.6
because,because,180.773,181.033,775.24
i,i,181.033,181.203,4918.5
thought,thought,181.203,181.473,369.81
of,of,181.473,181.533,39205
it,it,181.533,181.683,7267.4
first,first,181.683,182.123,1168.8
is,is,183.15,183.295,10615
that,that,183.295,183.535,10130
all,all,183.535,183.695,2611.6
that,that,183.695,183.865,10130
s,is,183.865,183.925,10615
necessary,necessary,183.925,184.55,263.37
certainly,certainly,185.168,185.683,116.74
when,when,186.242,186.377,1924.1
you,you,186.377,186.497,2959.7
find,find,186.497,186.817,347.27
a,a,186.817,186.874,19384
diamond,diamond,186.874,187.357,13.777
that,that,187.357,187.457,10130
belongs,belongs,187.457,187.917,24.535
to,to,187.917,187.987,24495
nobody,nobody,187.987,188.377,29.836
it,it,188.377,188.517,7267.4
s,is,188.517,188.602,10615
yours,yours,188.602,189.012,24.404
when,when,189.531,189.626,1924.1
you,you,189.626,189.726,2959.7
discover,discover,189.726,190.136,33.56
an,an,190.136,190.295,3451.6
island,island,190.295,190.696,99.786
that,that,190.696,190.806,10130
belongs,belongs,190.806,191.236,24.535
to,to,191.236,191.356,24495
nobody,nobody,191.356,191.666,29.836
it,it,191.666,191.776,7267.4
s,is,191.776,191.806,10615
yours,yours,191.806,192.25,24.404
when,when,193.028,193.153,1924.1
you,you,193.153,193.283,2959.7
get,get,193.283,193.453,403.02
an,an,193.453,193.513,3451.6
idea,idea,193.513,193.963,184.1
first,first,193.963,194.323,1168.8
you,you,194.323,194.393,2959.7
take,take,194.393,194.633,479.41
out,out,194.633,194.773,1327.1
a,a,194.773,194.833,19384
patent,patent,194.833,195.083,24.545
it,it,195.567,195.712,7267.4
s,is,195.712,195.742,10615
yours,yours,195.742,196.202,24.404
and,and,196.606,196.837,28654
i,i,196.837,197.181,4918.5
own,own,197.181,197.431,663.76
the,the,197.431,197.511,67225
stars,stars,197.511,198.086,38.881
because,because,198.32,198.585,775.24
no,no,198.585,198.795,1773.3
one,one,198.795,198.935,2720.8
before,before,198.935,199.255,766.18
me,me,199.255,199.405,1037.6
ever,ever,199.405,199.575,262.86
thought,thought,199.575,199.831,369.81
of,of,199.831,199.925,39205
owning,owning,199.925,200.175,4.5488
them,them,200.175,200.34,1518.8
yes,yes,201.203,201.458,122.68
that,that,201.458,201.668,10130
s,is,201.668,201.798,10615
TRUE,true,201.798,202.123,265.75
said,said,202.322,202.497,959.68
the,the,202.497,202.577,67225
little,little,202.577,202.807,560.69
prince,prince,202.807,203.277,68.37
and,and,204.025,204.19,28654
what,what,204.19,204.32,1547.8
do,do,204.32,204.43,1413.7
you,you,204.43,204.49,2959.7
do,do,204.49,204.65,1413.7
with,with,204.65,204.88,6561.8
them,them,204.88,205.1,1518.8
i,i,205.973,206.108,4918.5
administer,administer,206.108,206.578,8.3992
them,them,206.578,206.793,1518.8
i,i,207.202,207.327,4918.5
count,count,207.327,207.687,54.008
them,them,207.687,207.887,1518.8
and,and,207.887,208.127,28654
recount,recount,208.127,208.577,1.7966
them,them,208.577,208.797,1518.8
said,said,208.923,209.117,959.68
the,the,209.117,209.197,67225
businessman,businessman,209.197,209.81,4.115
it,it,210.309,210.424,7267.4
s,is,210.424,210.514,10615
difficult,difficult,210.514,211.084,165.32
but,but,211.333,211.43,3535.3
i,i,211.43,211.558,4918.5
am,am,211.558,211.648,298.9
a,a,211.648,211.723,19384
man,man,211.723,211.898,771.06
of,of,211.898,211.988,39205
consequence,consequence,211.988,212.653,55.178
the,the,213.88,213.945,67225
little,little,213.945,214.215,560.69
prince,prince,214.215,214.715,68.37
was,was,214.715,214.815,6966.8
still,still,214.815,215.135,516.89
not,not,215.135,215.365,5726.1
satisfied,satisfied,215.365,216.075,39.611
if,if,217.486,217.641,1981.4
i,i,217.641,217.799,4918.5
owned,owned,217.799,218.081,37.993
a,a,218.081,218.121,19384
scarf,scarf,218.121,218.856,2.626
i,i,219.1,219.175,4918.5
could,could,219.175,219.365,1122.9
put,put,219.365,219.545,297.14
it,it,219.545,219.685,7267.4
around,around,219.685,220.075,286.09
my,my,220.075,220.255,1370.3
neck,neck,220.255,220.915,45.188
and,and,220.915,221.015,28654
take,take,221.015,221.235,479.41
it,it,221.235,221.335,7267.4
away,away,221.335,221.595,308.57
with,with,221.595,221.805,6561.8
me,me,221.805,222.024,1037.6
if,if,222.718,222.833,1981.4
i,i,222.833,222.983,4918.5
owned,owned,222.983,223.153,37.993
a,a,223.153,223.183,19384
flower,flower,223.183,223.833,27.276
i,i,223.833,224.303,4918.5
could,could,224.303,224.403,1122.9
pick,pick,224.403,224.683,30.63
my,my,224.683,224.863,1370.3
flower,flower,224.863,225.283,27.276
and,and,225.283,225.423,28654
take,take,225.423,225.613,479.41
it,it,225.613,225.733,7267.4
away,away,225.733,225.953,308.57
with,with,225.953,226.123,6561.8
me,me,226.123,226.367,1037.6
but,but,226.756,226.851,3535.3
you,you,226.851,226.941,2959.7
cant,can,226.941,227.086,2108.5
,not,227.086,227.231,5726.1
pick,pick,227.231,227.451,30.63
the,the,227.451,227.541,67225
stars,stars,227.541,228.265,38.881
no,no,229.038,229.458,1773.3
but,but,229.653,229.788,3535.3
i,i,229.788,229.888,4918.5
can,can,229.888,230.028,2108.5
put,put,230.028,230.198,297.14
them,them,230.198,230.318,1518.8
in,in,230.318,230.398,21385
the,the,230.398,230.468,67225
bank,bank,230.468,230.872,136.37
what,what,231.76,231.855,1547.8
does,does,231.855,231.995,540.2
that,that,231.995,232.215,10130
mean,mean,232.215,232.52,184.86
that,that,233.633,233.858,10130
means,means,233.858,234.188,331.63
that,that,234.188,234.302,10130
i,i,234.302,234.428,4918.5
write,write,234.428,234.718,110.65
the,the,234.718,234.798,67225
number,number,234.798,235.158,533.87
of,of,235.158,235.238,39205
my,my,235.238,235.408,1370.3
stars,stars,235.408,235.818,38.881
on,on,235.818,235.908,5817
a,a,235.908,235.958,19384
little,little,235.958,236.188,560.69
paper,paper,236.188,236.647,171.66
and,and,236.976,237.141,28654
then,then,237.141,237.231,1105
i,i,237.231,237.381,4918.5
lock,lock,237.381,237.671,15.529
this,this,237.671,237.841,4844.1
paper,paper,237.841,238.171,171.66
in,in,238.171,238.241,21385
a,a,238.241,238.356,19384
drawer,drawer,238.356,238.686,6.0544
and,and,239.539,239.714,28654
that,that,239.714,239.874,10130
s,is,239.874,239.964,10615
all,all,239.964,240.264,2611.6
that,that,240.753,240.878,10130
s,is,240.878,240.932,10615
enough,enough,240.932,241.363,239.22
that,that,242.315,242.51,10130
s,is,242.51,242.63,10615
funny,funny,242.63,243.005,12.639
thought,thought,243.274,243.479,369.81
the,the,243.479,243.559,67225
little,little,243.559,243.779,560.69
prince,prince,243.779,244.249,68.37
it,it,244.828,244.953,7267.4
s,is,244.953,245.023,10615
rather,rather,245.023,245.333,341.76
poetic,poetic,245.333,246.343,16.553
but,but,246.343,246.523,3535.3
it,it,246.523,246.654,7267.4
s,is,246.654,246.683,10615
of,of,246.683,246.803,39205
no,no,246.803,246.993,1773.3
great,great,246.993,247.283,705.39
consequence,consequence,247.283,248.135,55.178
on,on,249.188,249.383,5817
matters,matters,249.383,249.793,82.366
of,of,249.793,249.873,39205
consequence,consequence,249.873,250.673,55.178
the,the,250.673,250.743,67225
little,little,250.743,251.013,560.69
prince,prince,251.013,251.413,68.37
had,had,251.413,251.633,3312.1
ideas,ideas,251.633,252.213,122.67
which,which,252.213,252.403,3975.8
were,were,252.403,252.493,2874.6
very,very,252.493,252.923,945.6
different,different,252.923,253.483,483.34
from,from,253.483,253.633,4392.3
those,those,253.633,253.923,875.7
of,of,253.923,254.003,39205
the,the,254.003,254.083,67225
grownups,grownups,254.083,254.691,0.31073
i,i,255.634,255.809,4918.5
myself,myself,255.809,256.609,114.56
he,he,256.669,256.829,5204.1
continued,continued,256.829,257.653,156.57
own,own,257.912,258.137,663.76
a,a,258.137,258.217,19384
flower,flower,258.217,258.767,27.276
that,that,258.767,258.957,10130
i,i,258.957,259.114,4918.5
water,water,259.114,259.482,449.89
every,every,259.482,259.777,497.95
day,day,259.777,260.127,596.34
i,i,260.611,260.776,4918.5
own,own,260.776,260.936,663.76
three,three,260.936,261.206,617.57
volcanoes,volcanoes,261.206,261.906,2.5671
that,that,261.906,262.066,10130
i,i,262.066,262.166,4918.5
sweep,sweep,262.166,262.526,9.6666
out,out,262.526,262.746,1327.1
every,every,262.746,263.046,497.95
week,week,263.046,263.385,107.28
as,as,263.61,263.795,7217.4
i,i,263.795,263.945,4918.5
also,also,263.945,264.315,1315
sweep,sweep,264.315,264.655,9.6666
out,out,264.655,264.845,1327.1
the,the,264.845,264.945,67225
one,one,264.945,265.125,2720.8
that,that,265.125,265.295,10130
s,is,265.295,265.335,10615
extinct,extinct,265.335,265.904,5.6837
you,you,266.428,266.513,2959.7
never,never,266.513,266.733,465.17
know,know,266.733,267.082,513.45
it,it,267.626,267.781,7267.4
s,is,267.781,267.851,10615
of,of,267.851,267.931,39205
some,some,267.931,268.241,1496.9
use,use,268.241,268.611,678.36
to,to,268.611,268.751,24495
my,my,268.751,268.891,1370.3
volcanoes,volcanoes,268.891,269.681,2.5671
and,and,269.681,269.935,28654
it,it,269.935,270.051,7267.4
s,is,270.051,270.121,10615
of,of,270.121,270.211,39205
some,some,270.211,270.525,1496.9
use,use,270.525,270.791,678.36
to,to,270.791,270.911,24495
my,my,270.911,271.051,1370.3
flower,flower,271.051,271.541,27.276
that,that,271.541,271.721,10130
i,i,271.721,271.871,4918.5
own,own,271.871,272.131,663.76
them,them,272.131,272.355,1518.8
but,but,272.954,273.109,3535.3
you,you,273.109,273.239,2959.7
re,are,273.239,273.309,4685
of,of,273.309,273.419,39205
no,no,273.419,273.589,1773.3
use,use,273.589,273.909,678.36
to,to,273.909,274.019,24495
the,the,274.019,274.119,67225
stars,stars,274.119,274.824,38.881
the,the,276.096,276.161,67225
businessman,businessman,276.161,276.771,4.115
opened,opened,276.771,277.151,81.237
his,his,277.151,277.341,4572.3
mouth,mouth,277.341,277.615,76.605
but,but,277.86,277.955,3535.3
he,he,277.955,278.055,5204.1
found,found,278.055,278.385,552.79
nothing,nothing,278.385,278.745,284.5
to,to,278.745,278.845,24495
say,say,278.845,279.025,392.56
in,in,279.025,279.165,21385
response,response,279.165,279.729,131.44
and,and,280.158,280.303,28654
the,the,280.303,280.383,67225
little,little,280.383,280.613,560.69
prince,prince,280.613,281.083,68.37
went,went,281.083,281.333,281.29
away,away,281.333,281.663,308.57
the,the,282.671,282.736,67225
grownups,grownups,282.736,283.406,0.31073
are,are,283.406,283.476,4685
certainly,certainly,283.476,284.286,116.74
altogether,altogether,284.286,285.046,37.253
extraordinary,extraordinary,285.046,285.959,34.314
he,he,286.154,286.228,5204.1
said,said,286.228,286.469,959.68
to,to,286.469,286.568,24495
himself,himself,286.568,287.038,394.85
as,as,287.038,287.168,7217.4
he,he,287.168,287.269,5204.1
continued,continued,287.269,287.829,156.57
on,on,287.829,287.969,5817
the,the,287.969,288.048,67225
journey,journey,288.048,288.468,46.431
the,the,290.03,290.135,67225
fifth,fifth,290.135,290.445,46.577
planet,planet,290.445,290.825,16.155
was,was,290.825,290.985,6966.8
very,very,290.985,291.255,945.6
strange,strange,291.255,291.92,60.195
it,it,292.439,292.584,7267.4
was,was,292.584,292.754,6966.8
the,the,292.754,292.849,67225
smallest,smallest,292.849,293.434,14.497
of,of,293.434,293.534,39205
them,them,293.534,293.714,1518.8
all,all,293.714,294.003,2611.6
there,there,294.397,294.812,2055.7
was,was,294.812,295.002,6966.8
just,just,295.002,295.362,575
enough,enough,295.362,295.682,239.22
room,room,295.682,295.952,227.47
on,on,295.952,296.102,5817
it,it,296.102,296.272,7267.4
to,to,296.272,296.412,24495
accommodate,accommodate,296.412,297.012,11.541
a,a,297.012,297.104,19384
street,street,297.104,297.492,139.29
lamp,lamp,297.492,297.992,17.097
and,and,297.992,298.172,28654
a,a,298.172,298.241,19384
lamplighter,lamplighter,298.241,298.935,0.10612
the,the,299.783,299.848,67225
little,little,299.848,300.098,560.69
prince,prince,300.098,300.468,68.37
couldn't,could,300.468,300.638,1122.9
,not,300.638,300.808,5726.1
work,work,300.808,301.128,787.24
out,out,301.128,301.338,1327.1
the,the,301.338,301.428,67225
purpose,purpose,301.428,301.948,176.4
of,of,301.948,302.038,39205
having,having,302.038,302.348,324.58
a,a,302.348,302.428,19384
street,street,302.428,302.878,139.29
lamp,lamp,302.878,303.218,17.097
and,and,303.218,303.338,28654
a,a,303.338,303.404,19384
lamplighter,lamplighter,303.404,304.088,0.10612
somewhere,somewhere,304.088,304.478,27.71
out,out,304.478,304.658,1327.1
in,in,304.658,304.758,21385
the,the,304.758,304.828,67225
skies,skies,304.828,305.371,5.6969
on,on,305.78,305.855,5817
a,a,305.855,305.895,19384
planet,planet,305.895,306.295,16.155
without,without,306.295,306.585,589.46
any,any,306.585,306.805,1245.4
houses,houses,306.805,307.265,80.647
or,or,307.265,307.365,4643.6
people,people,307.365,307.78,833.98
he,he,308.643,308.758,5204.1
said,said,308.758,308.988,959.68
to,to,308.988,309.128,24495
himself,himself,309.128,309.588,394.85
nevertheless,nevertheless,309.588,310.258,70.484
it,it,310.926,311.061,7267.4
may,may,311.061,311.311,1668.7
well,well,311.311,311.591,855.12
be,be,311.591,311.861,6101
that,that,311.861,312.071,10130
this,this,312.071,312.371,4844.1
man,man,312.371,312.601,771.06
is,is,312.601,312.771,10615
absurd,absurd,312.771,313.32,13.515
but,but,313.894,314.159,3535.3
he,he,314.159,314.289,5204.1
s,is,314.289,314.389,10615
less,less,314.389,314.659,427.16
absurd,absurd,314.659,315.079,13.515
than,than,315.079,315.209,1500.3
the,the,315.209,315.299,67225
king,king,315.299,315.848,257.1
than,than,316.033,316.168,1500.3
the,the,316.168,316.228,67225
conceited,conceited,316.228,316.838,1.1502
man,man,316.838,317.178,771.06
the,the,317.178,317.448,67225
businessman,businessman,317.448,318.098,4.115
or,or,318.098,318.238,4643.6
the,the,318.238,318.328,67225
drinker,drinker,318.328,318.807,1.3344
at,at,319.35,319.495,4321.7
least,least,319.495,319.825,277.73
his,his,319.825,320.075,4572.3
work,work,320.075,320.335,787.24
has,has,320.335,320.485,2066.4
some,some,320.485,320.735,1496.9
meaning,meaning,320.735,321.195,128.84
when,when,321.644,321.739,1924.1
he,he,321.739,321.879,5204.1
lights,lights,321.879,322.199,27.615
his,his,322.199,322.439,4572.3
lamp,lamp,322.439,323.129,17.097
it,it,323.129,323.239,7267.4
s,is,323.239,323.299,10615
as,as,323.299,323.419,7217.4
if,if,323.419,323.569,1981.4
he,he,323.569,323.679,5204.1
s,is,323.679,323.799,10615
bringing,bringing,323.799,324.119,40.284
